product_name,nutriscore_grade,nutriscore_score,nova_group,energy-kcal_100g,saturated-fat_100g,sugars_100g,sodium_100g,fruits-vegetables-nuts_100g,fiber_100g,proteins_100g
Piña con zumo de piña,a,-2.0,1.0,52.0,0.0,11.0,0.002,100.0,1.8,0.4
Regaliz pica pica,e,21.0,4.0,388.0,2.2,67.0,0.02,0.0,0.0,1.4
Regaliz dulce,e,21.0,4.0,381.0,2.4,63.0,0.02,0.0,0.0,1.5
Lomo Embuchado Pieza,e,24.0,4.0,226.0,3.1,0.5,1.56,0.0,0.0,38.0
Pochas blancas y verdes,b,1.0,3.0,82.0,0.0,0.0,0.332,64.0,4.9,6.3
Judias verdes,a,-1.0,3.0,17.0,0.0,0.0,0.328,100.0,1.2,0.7
Konos con sabor a queso y bacon,d,16.0,4.0,508.0,3.6,3.3,0.72,0.0,3.5,5.6
Aperitivos de patatas estrellas,d,16.0,3.0,489.0,2.5,0.6,0.76,0.0,3.1,3.7
Baguette sin gluten,c,9.0,4.0,254.0,0.7,1.4,0.6,0.0,3.5,1.4
Pan molde sin gluten,d,12.0,4.0,283.0,3.2,7.6,0.6,0.0,5.4,1.7
Magdalenas sin gluten,e,20.0,4.0,432.0,3.5,28.0,0.372,6.4,1.2,3.1
Pan rallado sin gluten,d,14.0,4.0,386.0,1.7,7.6,0.7,0.0,3.6,2.6
Croissant sin gluten,d,18.0,4.0,371.0,9.8,6.1,0.52,0.0,4.4,1.8
Tarta queso y arandanos,d,18.0,4.0,249.0,9.3,20.0,0.12,0.0,1.1,3.0
Chocolate negro 80%,d,18.0,4.0,597.0,30.0,21.0,0.0,0.0,12.0,9.3
Zumo exprimido multifruta,d,7.0,1.0,57.0,0.0,10.0,0.00108,100.0,0.6,0.5
Cocktail,d,17.0,4.0,500.0,3.3,1.4,0.68,0.0,2.6,5.5
Tumaca ajo,a,0.0,4.0,62.0,0.5,2.9,0.416,98.0,1.4,1.0
Tumaca nat.,a,-1.0,4.0,62.0,0.5,2.9,0.4,98.0,1.4,1.0
Maíz frito salado,c,8.0,3.0,436.0,4.5,0.48,0.64,0.0,8.4,6.9
Napolitana Relanas de Crema,e,22.0,4.0,406.0,11.0,20.0,0.188,0.0,2.2,5.1
Ensaimada,e,23.0,4.0,462.0,13.0,18.0,0.288,0.0,2.3,7.0
Barrita de galleta muesli,d,14.0,4.0,464.0,9.0,20.0,0.252,0.0,7.3,8.6
Croissants clasicos,e,21.0,4.0,472.0,12.0,11.8,0.272,0.0,2.0,6.9
Croissa. Rel.crema cacao,e,26.0,4.0,499.0,16.0,25.0,0.244,0.0,1.9,5.7
Barrita de galleta choconaranja,d,17.0,4.0,467.0,10.0,24.0,0.272,0.0,7.2,6.5
Lenteja rapida,a,-15.0,1.0,281.0,0.4,1.8,0.004,0.0,38.0,23.0
Buñuelos bacalao,d,17.0,4.0,272.0,1.5,2.0,1.12,0.0,1.2,6.5
Wok mediterraneo,a,-5.0,1.0,24.0,0.1,2.4,0.012,100.0,2.6,0.8
Salmón gran seleccion,d,18.0,3.0,217.0,2.3,0.8,1.2,0.0,0.0,22.0
Cecina loncheada,e,25.0,3.0,259.0,4.2,0.0,1.52,0.0,0.0,38.0
Pure patatas queso y finas hierbas,e,24.0,4.0,370.0,3.5,5.2,1.64,0.0,6.9,9.8
Galleta choco digestive,e,22.0,4.0,463.0,6.0,26.0,0.56,0.0,3.6,6.0
Salchicha queso,d,18.0,4.0,256.0,7.0,0.0,0.76,0.0,0.0,15.0
Salchicha pollo/pavo,d,16.0,4.0,200.0,4.8,0.9,0.84,0.0,0.0,13.0
Lomo embuchado loncheado,e,21.0,4.0,203.0,2.2,0.7,1.44,0.0,0.0,35.0
Chorizo extra loncheado,e,31.0,4.0,360.0,11.0,1.8,1.4,0.0,0.0,23.0
Salchichón extra loncheado,e,31.0,4.0,372.0,11.0,3.4,1.4,0.0,0.0,23.0
Surtido mini turrones en porciones,e,24.0,4.0,486.0,9.4,42.0,0.024,0.0,5.9,13.0
Pain intégral sans mie,a,-4.0,4.0,232.0,0.3,3.0,0.44,0.0,7.0,9.0
Langostino Vannamei Crudo,a,-1.0,3.0,97.0,0.3,0.0,0.44,0.0,0.0,22.0
Jamón curado medias lonchas extrafinas,e,20.0,4.0,211.0,3.6,0.0,1.28,0.0,0.0,30.0
Cocktail salado/dulce de frutos secos,e,21.0,3.0,480.0,8.5,36.0,0.324,85.0,7.5,16.0
Regañas con ajonjoli,e,19.0,3.0,371.0,0.9,4.3,1.28,8.0,3.1,12.0
Aceite de girasol,c,4.0,2.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0
Aceite de girasol,c,4.0,2.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0
Pan de pasas tostado,c,9.0,4.0,360.0,1.2,20.0,0.44,0.0,4.7,8.6
Aceite de oliva virgen extra arbequina,b,0.0,2.0,900.0,15.0,0.0,0.0,100.0,0.0,0.0
Aceite de oliva virgen extra picual,b,0.0,2.0,900.0,15.0,0.0,0.0,100.0,0.0,0.0
Aceite de oliva virgen extra hojiblanca,b,0.0,2.0,900.0,15.0,0.0,0.0,100.0,0.0,0.0
Chorizo pamplona lonchas,e,35.0,4.0,448.0,18.0,2.2,1.8,0.0,0.1,18.0
Salami extra lonchas,e,35.0,4.0,472.0,15.0,2.2,1.92,0.0,0.0,17.0
Braseado de verduras con gambas,a,-5.0,4.0,63.0,0.46,1.8,0.152,64.0,1.5,4.2
Braseado de verduras con pollo,a,-4.0,4.0,62.0,0.33,2.6,0.184,73.0,1.5,3.6
Patatas fritas lisas,d,12.0,3.0,549.0,3.6,0.5,0.368,0.0,3.5,6.8
Espinaca-rúcula,a,-2.0,1.0,31.0,0.1,0.5,0.092,100.0,1.9,2.9
Berberechos al natural ro200,b,2.0,3.0,65.0,0.3,0.0,0.6,0.0,0.0,14.0
Berberechos 60/80 ol 120,b,2.0,3.0,65.0,0.3,0.0,0.6,0.0,0.0,14.0
Spaguetti Carbonara,c,5.0,4.0,116.0,2.1,2.1,0.28,0.0,2.7,3.9
Tallarines 4 quesos,c,5.0,4.0,118.0,1.5,3.5,0.28,0.0,1.9,4.3
Canelones carne,d,11.0,4.0,183.0,3.5,1.8,0.52,0.0,2.3,7.4
Lasaña carne,c,7.0,4.0,143.0,3.8,3.7,0.372,9.0,1.2,6.3
De Nuestra Tierra Aceite De Oliva Virgen Extra,b,0.0,2.0,900.0,14.0,0.0,0.0,100.0,0.0,0.0
Tiras de jamón,e,20.0,4.0,211.0,3.6,0.5,1.28,0.0,0.0,30.0
Aceite de oliva suave 0.4º,b,0.0,2.0,900.0,15.0,0.0,0.0,100.0,0.0,0.0
Queso Fresco Batido 0% M.G.,a,-2.0,3.0,46.0,0.0,4.0,0.04,0.0,0.0,7.5
Aceite oliva virgen extra,b,0.0,2.0,900.0,15.0,0.0,0.0,100.0,0.0,0.0
Hojaldradas mini rellenas de chocolate,e,27.0,4.0,569.0,11.0,26.0,0.32,0.0,1.9,5.2
Hojaldradas mini,e,20.0,4.0,584.0,18.0,11.0,0.08,0.0,0.4,5.7
Agua con gas,a,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agua con gas,a,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aceite de oliva intenso,b,0.0,2.0,900.0,15.0,0.0,0.0,100.0,0.0,0.0
Aceite de oliva suave,b,0.0,2.0,900.0,15.0,0.0,0.0,100.0,0.0,0.0
Aceite de oliva intenso,b,0.0,2.0,900.0,15.0,0.0,0.0,100.0,0.0,0.0
Aceite de oliva suave,b,0.0,2.0,900.0,15.0,0.0,0.0,100.0,0.0,0.0
Paleta curada loncheada,e,30.0,4.0,297.0,7.7,0.0,1.72,0.0,0.0,30.0
Tabla ibéricos (paleta+lomo+chorizo+salchichón),e,32.0,4.0,422.0,14.0,0.7,1.4,0.0,0.0,27.0
Cabecero de lomo loncheado,e,29.0,4.0,399.0,11.0,0.5,1.24,0.0,0.0,31.0
Longaniza payes,e,35.0,4.0,452.0,15.0,1.1,1.84,0.0,0.0,26.0
Surtido de pastas,e,22.0,4.0,502.0,12.0,22.0,0.08,0.0,2.0,5.2
Aceitunas negras de aragon,e,20.0,1.0,333.0,4.8,1.9,1.2,56.3,4.8,1.5
Gofre chocolate,e,26.0,4.0,464.0,14.0,30.0,0.3,0.0,2.3,6.0
Gofre azucarado,e,23.0,4.0,453.0,12.0,24.0,0.2,0.0,1.5,6.3
Salsa brava,c,7.0,4.0,61.0,0.6,11.0,0.4,0.0,0.9,1.1
Tabla ibéricos (paleta+lomo+chorizo+salchichón),e,32.0,3.0,333.0,8.7,0.0,1.88,0.0,0.0,27.0
Taquitos de chorizo,e,30.0,4.0,298.0,7.6,1.9,1.64,0.0,0.0,26.0
Patatas fritas Extracrujientes,d,11.0,3.0,508.0,4.6,0.5,0.32,29.0,4.7,7.3
Leche entera,c,3.0,1.0,63.0,2.3,4.6,0.052,0.0,0.0,3.1
Leche semidesnatada,b,-1.0,1.0,45.0,1.0,4.7,0.052,0.0,0.0,3.2
Leche UHT desnatada,b,-2.0,1.0,34.0,0.1,4.8,0.052,0.0,0.0,3.3
Salmón ahumado noruego,e,19.0,3.0,212.0,2.3,0.8,1.28,0.0,0.0,23.0
Arroz tres delicias,a,0.0,4.0,112.0,0.4,1.2,0.12,23.0,1.9,5.1
Filetes de anchoa aceite de girasol,e,23.0,3.0,196.0,1.1,0.8,6.0,0.0,1.0,29.0
Tarten chocolate,e,19.0,4.0,424.0,4.4,24.0,0.328,0.0,2.5,5.5
Bizcocho yogur,d,15.0,4.0,419.0,3.0,22.0,0.304,0.0,3.1,5.0
Alubia blanca,a,-15.0,1.0,292.4,0.3,5.3,0.0,0.0,18.7,20.8
Garbanzo extra,a,-14.0,1.0,348.4,1.1,5.4,0.0,0.0,14.3,21.3
Garbanzo extra,a,-14.0,1.0,348.4,1.1,5.4,0.0,0.0,14.3,21.3
Salsa al pesto,e,19.0,4.0,511.0,6.0,6.7,0.6,0.0,1.2,3.8
Salsa boloñesa,d,11.0,4.0,138.0,3.3,5.0,0.6,30.0,1.4,5.9
Salsa de quesos,d,13.0,4.0,143.0,5.3,3.3,0.64,0.0,1.3,6.0
Salsa de setas,c,8.0,4.0,108.0,4.3,3.6,0.364,29.0,3.1,1.7
Tomate frito con pimientos piquillo,a,-1.0,3.0,71.0,0.7,3.2,0.376,97.0,0.0,0.8
Sauce césar,d,12.0,4.0,344.0,4.6,3.8,0.48,0.0,1.3,1.3
Salsa de yogur ensalada,d,13.0,4.0,340.0,4.9,3.6,0.38,0.0,0.7,0.6
Patatas fritas onduladas con aceite de oliva,c,10.0,3.0,510.0,4.9,0.0,0.32,29.0,5.3,7.5
Salsa piamontesa,a,-1.0,4.0,74.0,0.4,2.8,0.34,97.75,0.9,1.6
Salsa Pizza,a,-1.0,3.0,49.0,0.1,2.0,0.36,99.2,0.8,1.6
Salsa Tres Quesos,c,7.0,4.0,101.0,3.9,0.5,0.4,0.0,0.5,4.1
Sticks salados,d,18.0,4.0,388.0,1.4,0.5,1.2,0.0,3.7,12.0
Tortita arroz integral choco,e,21.0,4.0,469.0,11.0,28.0,0.012,0.0,5.1,6.2
Tortita arroz integral yogur,e,24.0,4.0,481.0,12.0,31.0,0.072,0.0,0.8,6.9
Caramelo goma tajada sandia,e,19.0,4.0,332.0,0.0,58.0,0.052,0.0,0.0,5.5
Caramelo goma ladrillo pica,e,19.0,4.0,356.0,0.7,70.0,0.08,0.0,0.0,1.4
Ladrillo blanco,e,20.0,4.0,359.0,0.8,69.0,0.12,0.0,0.0,1.7
Tallarin,b,1.0,1.0,344.0,0.5,3.5,0.012,0.0,3.0,12.0
Espaguetti,b,1.0,1.0,344.0,0.5,3.5,0.012,0.0,3.0,12.0
Macarrones,b,1.0,1.0,344.0,0.5,3.5,0.012,0.0,3.0,12.0
Concha fina,b,1.0,1.0,344.0,0.5,3.5,0.012,0.0,3.0,12.0
Gamba blanca cruda,a,-2.0,1.0,85.0,0.0,0.0,0.364,0.0,0.0,20.0
Gambon,a,-5.0,3.0,95.0,0.0,0.8,0.1,0.0,0.1,21.0
Arroz marinera,c,7.0,4.0,182.0,1.2,1.2,0.56,12.0,0.6,4.9
Salsa Carbonara,c,10.0,4.0,93.0,3.4,1.2,0.52,5.0,0.5,1.7
Salchichas bratwurst,e,20.0,4.0,282.0,9.9,1.0,0.72,0.0,0.0,14.0
Salchichas bockwurst,e,20.0,4.0,274.0,9.5,1.0,0.72,0.0,0.0,12.0
Arroz con leche,c,4.0,4.0,131.0,1.9,14.0,0.04,0.0,0.0,3.2
Langostino Vannamei,b,2.0,3.0,95.0,0.2,0.0,0.72,0.0,0.0,20.0
Langostino Vannamei cocido,b,2.0,3.0,93.0,0.22,0.5,0.72,0.0,0.0,20.1
Langostino marfil,a,-4.0,3.0,95.0,0.2,0.0,0.176,0.0,0.0,20.0
Cortezas de cerdo,e,31.0,3.0,484.0,7.7,0.0,1.52,0.0,0.0,70.0
Torreznos,e,31.0,3.0,637.0,15.9,0.0,1.2,0.0,0.0,46.3
Cocktail frutos secos,d,13.0,4.0,537.0,4.5,2.9,0.48,40.0,5.2,17.0
Flan de queso,c,8.0,4.0,156.0,3.4,20.0,0.12,0.0,0.0,5.6
Rollitos de primavera,c,3.0,4.0,104.0,0.4,3.4,0.4,42.9,1.8,3.1
Mermelada tomate,d,13.0,4.0,196.0,0.0,47.0,0.0,55.0,1.0,0.5
Queso fresco tradicional,c,9.0,3.0,171.0,8.3,3.4,0.304,0.0,0.0,12.0
Mejillón rías gallegas,b,2.0,4.0,147.0,1.6,0.0,0.6,0.0,0.0,21.0
Tacos de potón a la marinera,a,0.0,3.0,142.0,0.9,0.0,0.524,0.0,0.0,23.3
Poton del pacifico,b,1.0,3.0,177.0,1.1,0.0,0.44,0.0,0.0,23.0
Tacos de potón en aceite de girasol,b,1.0,3.0,177.0,1.1,0.0,0.44,0.0,0.0,23.0
Garbanzo lechoso,a,-14.0,1.0,348.0,1.1,5.4,0.012,0.0,14.0,21.0
Garbanzo lechoso,a,-14.0,1.0,348.0,1.1,5.4,0.012,0.0,14.0,21.0
Lenteja pardina,a,-15.0,1.0,281.0,0.4,1.8,0.004,0.0,38.0,23.0
Galletas maría,e,19.0,4.0,421.0,3.8,25.0,0.332,0.0,2.4,7.0
Pan naan natural,c,6.0,4.0,307.0,0.6,2.8,0.5,0.0,3.0,8.1
Pan Pita,c,4.0,3.0,261.0,0.4,3.0,0.4,0.0,2.3,9.5
Pan de molde blanco sin corteza,c,6.0,4.0,246.0,0.5,4.0,0.52,0.0,3.3,9.1
Brotes de espinaca,a,-6.0,1.0,33.0,0.1,0.6,0.032,100.0,1.9,3.3
Brotes deluxe,b,1.0,1.0,19.0,0.1,0.5,0.152,100.0,1.9,2.0
Ensalada Mezclum,a,-2.0,1.0,25.0,0.0,2.2,0.076,100.0,2.1,1.5
Leche con.tubo,e,18.0,4.0,322.0,5.0,55.0,0.104,0.0,0.0,7.5
Galletas Digestive de Avena,d,13.0,4.0,477.0,2.3,18.0,0.44,0.0,6.8,7.5
Langostino vannamei crudo 32/40,a,-1.0,3.0,97.0,0.3,0.0,0.44,0.0,0.0,22.0
Langostino salvaje cocido,a,0.0,1.0,91.0,0.4,0.0,0.52,0.0,0.0,20.0
Almeja de Chile,b,2.0,3.0,114.0,1.0,0.0,0.6,0.0,0.0,18.0
Navajas al natural,a,-2.0,3.0,91.0,0.3,0.0,0.4,0.0,0.0,21.0
Navajuela al natural,a,0.0,3.0,94.0,0.4,0.0,0.48,0.0,0.0,15.0
Aceite de oliva virgen,b,1.0,2.0,900.0,16.0,0.0,0.0,100.0,0.0,0.0
Aceite de oliva virgen,b,1.0,2.0,900.0,16.0,0.0,0.0,100.0,0.0,0.0
Mejillón escabeche picante 14/18,b,2.0,4.0,147.0,1.6,0.0,0.6,0.0,0.0,21.0
Tortas de aceite,d,15.0,4.0,483.0,3.2,21.0,0.072,22.0,2.6,8.1
Salmorejo,a,-3.0,3.0,63.0,0.7,2.8,0.2,87.0,1.3,0.8
Polvoron tradicional,e,23.0,4.0,485.0,12.0,26.0,0.04,0.0,0.6,6.9
Queso burgos carrefour 0%,b,1.0,3.0,69.0,0.0,3.8,0.364,0.0,0.0,12.0
Turrón crujiente negro,e,24.0,4.0,525.0,14.0,44.0,0.036,0.0,6.8,7.1
Galleta sin sal y sin azúcar,a,-2.0,4.0,408.0,1.5,2.8,0.004,0.0,17.0,9.0
Jamón serrano medias lonchas,e,20.0,4.0,211.0,3.6,0.0,1.28,0.0,0.0,30.0
Bogavante crudo,a,-2.0,1.0,75.0,0.2,0.4,0.284,0.0,0.0,14.0
Mejillones en escabeche 13/18,b,1.0,4.0,149.0,1.3,0.0,0.52,0.0,0.0,19.0
Mejillón al natural,b,2.0,3.0,103.0,0.7,0.0,0.6,0.0,0.0,17.0
Delicias de hojaldre,e,23.0,4.0,574.0,15.0,14.0,0.32,0.0,0.0,5.7
Bollitos rellenos de cacao,d,18.0,4.0,350.0,6.0,21.0,0.3,0.0,2.5,5.8
Semillas lino,a,-10.0,1.0,490.0,3.9,1.2,0.04,0.0,30.0,21.51
Salmón ahumado noruego,e,19.0,3.0,212.0,2.3,0.8,1.28,0.0,0.0,23.0
Cuajada azucarada,c,6.0,4.0,109.0,3.2,11.0,0.072,0.0,0.0,4.6
Cuajada,c,4.0,4.0,95.0,3.4,6.9,0.08,0.0,0.0,4.9
Berberechos Al Natural 45/55,b,2.0,3.0,65.0,0.3,0.0,0.6,0.0,0.0,14.0
Berberechos al natural 35/45,b,2.0,3.0,65.0,0.3,0.0,0.6,0.0,0.0,14.0
Mejillónes escabeche 14/18 reducido en sal,a,-3.0,4.0,147.0,1.6,0.0,0.204,0.0,0.0,21.0
Trucha ahumada,e,20.0,3.0,196.0,2.5,1.0,1.32,0.0,0.0,21.0
Aceite de oliva virgen extra 1ªcosecha,b,0.0,2.0,900.0,15.0,0.0,0.0,100.0,0.0,0.0
Leche Fresca Entera,c,4.0,1.0,63.0,2.5,4.7,0.052,0.0,0.0,3.0
Patatas Fritas Lisas,d,12.0,3.0,549.0,3.6,0.5,0.368,0.0,3.5,6.8
Patatas fritas onduladas,d,12.0,3.0,553.0,3.6,0.5,0.368,0.0,3.2,6.6
Galleta tostada,d,14.0,4.0,419.0,0.8,20.0,0.356,0.0,2.6,7.0
Alubia blanca,a,-15.0,1.0,292.4,0.3,5.3,0.0,0.0,18.7,20.8
Alubia blanca,a,-15.0,1.0,292.4,0.3,5.3,0.0,0.0,18.7,20.8
Garbanzo extra,a,-15.0,1.0,332.0,0.9,3.5,0.0,0.0,25.0,19.0
Garbanzo extra,a,-14.0,1.0,348.4,1.1,5.4,0.0,0.0,14.3,21.3
Garbanzos lechosos,a,-15.0,1.0,332.0,0.9,3.5,0.0,100.0,25.0,19.0
Garbanzo lechoso,a,-14.0,1.0,348.0,1.1,5.4,0.012,0.0,14.0,21.0
Lentejas,a,-16.0,1.0,306.0,0.3,1.2,0.0,100.0,25.0,24.0
Lenteja pardina,a,-15.0,1.0,281.0,0.4,1.8,0.004,0.0,38.0,23.0
Leche sin lactosa semidesnatada,b,0.0,3.0,46.0,1.1,4.8,0.052,0.0,0.0,3.1
Leche sin lactosa desnatada,b,-2.0,3.0,35.0,0.2,4.8,0.052,0.0,0.0,3.2
Batido al cacao,e,10.0,4.0,68.0,0.5,12.0,0.04,0.0,0.6,2.8
Chipirones rellenossalsa americana aceite oliva,c,6.0,4.0,174.0,1.9,0.0,0.64,8.0,0.0,12.0
Picatostes fritos sabor natural,d,12.0,4.0,494.0,2.2,3.9,0.4,0.0,3.2,10.0
Picatostes Fritos Sabor Ajo,d,15.0,4.0,494.0,2.2,3.9,1.0,0.0,3.2,10.0
Picatostes Fritos Sabor Ajo,e,20.0,4.0,494.0,2.2,3.9,1.0,0.0,3.2,10.0
Chorizo sarta de león picante,e,28.0,3.0,379.0,11.0,0.8,1.2,0.0,0.0,28.0
Chorizo de león dulce,e,28.0,3.0,379.0,11.0,0.8,1.2,0.0,0.0,28.0
Aceite girasol esp.freir,b,2.0,2.0,900.0,8.0,0.0,0.0,0.0,0.0,0.0
Aceite de girasol especial freir,b,2.0,2.0,900.0,8.0,0.0,0.0,0.0,0.0,0.0
Langostino cocido extra grande,b,2.0,3.0,95.0,0.2,0.0,0.72,0.0,0.0,20.0
Langostino crudo 24/32,a,-1.0,3.0,97.0,0.3,0.0,0.44,0.0,0.0,22.0
Leche fresca semidesnatada,b,0.0,1.0,46.0,1.1,4.7,0.052,0.0,0.0,3.1
Café intenso,b,1.0,1.0,11.0,0.0,0.2,0.0004,0.0,1.0,1.01
Patatas fritas paja,c,10.0,3.0,530.0,4.0,0.5,0.32,0.0,5.1,7.4
Berberechos al natural,b,1.0,3.0,65.0,0.3,0.0,0.6,0.0,0.0,14.0
Zapitos kids,d,12.0,3.0,434.0,1.8,0.8,0.56,0.0,2.1,5.9
Rúcula,a,-1.0,1.0,32.0,0.1,0.4,0.064,100.0,2.5,3.3
Brotes tiernos Delicius,b,1.0,1.0,22.0,0.1,0.5,0.108,100.0,2.6,2.4
Judión cocido,a,-8.0,3.0,101.0,0.0,0.0,0.236,0.0,6.1,5.4
Chorizo de león picante loncheado,e,28.0,3.0,379.0,11.0,0.8,1.2,0.0,0.0,28.0
Chorizo de león dulce loncheado,e,28.0,3.0,379.0,11.0,0.8,1.2,0.0,0.0,28.0
Queso lonchas tierno light,c,10.0,3.0,280.0,13.0,0.5,0.4,0.0,0.0,29.0
Cigarrillos de Tolosa de chocolate,e,30.0,4.0,565.0,20.0,46.0,0.02,0.0,2.0,6.6
Mcartones de maíz y arroz,b,2.0,1.0,351.0,0.0,1.0,0.0,0.0,0.0,7.0
Spaghetti,b,0.0,1.0,351.0,0.0,1.0,0.0,0.0,0.0,7.0
Yemas de espárrago extra gruesas,c,4.0,3.0,17.0,0.0,0.0,0.352,100.0,1.6,1.5
Espárrago d.o. Navarra 10/14 muy grueso,b,2.0,3.0,17.0,0.0,0.0,0.352,64.0,1.6,1.5
Espárragos de navarra,b,2.0,3.0,18.0,0.0,1.1,0.4,99.0,1.5,1.3
Acelga al natural,a,-2.0,3.0,13.0,0.0,0.0,0.264,64.4,1.3,0.9
Salvado de avena,a,-5.0,1.0,376.0,1.8,1.4,0.056,0.0,17.0,13.0
Salvado de avena,a,-5.0,1.0,376.0,1.8,1.4,0.056,0.0,17.0,13.0
Aceite de oliva virgen extra sierra magina,b,0.0,2.0,899.0,14.0,0.0,0.0,100.0,0.0,0.0
Patatas fritas,c,8.0,3.0,542.0,3.6,0.5,0.256,0.0,7.0,6.7
Super zapitos kids,c,8.0,3.0,446.0,1.7,2.7,0.4,0.0,2.9,6.2
Pan rallado,c,3.0,3.0,343.0,0.4,5.3,0.36,0.0,4.7,12.0
Pan rallado,c,3.0,3.0,343.0,0.4,5.3,0.36,0.0,4.7,12.0
Pan rallado con ajo y perejil,b,1.0,3.0,352.0,0.4,6.0,0.36,0.0,5.5,13.0
Salchicha Viena Jamon,d,16.0,4.0,225.0,6.0,1.3,0.8,0.0,0.0,13.0
Asado de Pavo y Pollo,d,11.0,4.0,169.0,2.9,1.1,0.6,0.0,0.7,20.0
Pollo relleno asado,d,11.0,4.0,168.0,2.8,1.1,0.6,0.0,0.6,19.0
Pechuga de pollo en aceite,a,0.0,3.0,137.0,0.5,0.0,0.56,0.0,0.0,26.0
Pechuga de pollo natural,a,-1.0,3.0,114.0,0.3,0.0,0.48,0.0,0.0,26.0
Bacalao desmigado desalado,c,3.0,4.0,61.0,0.0,0.0,0.68,0.0,0.0,13.0
Raviolis Al Huevo Rellenos De Carne,c,6.0,4.0,107.0,1.1,2.4,0.48,2.6,0.7,2.7
Gazpacho Raff,b,1.0,3.0,40.0,0.5,2.9,0.28,80.0,1.5,0.7
Gazpacho Bajo En Sal,a,-4.0,3.0,36.0,0.3,2.9,0.16,95.0,1.5,0.7
Gazpacho Suave,a,0.0,3.0,37.0,0.2,2.1,0.2,79.5,0.8,0.5
Salmorejo,a,-3.0,3.0,63.0,0.7,2.8,0.2,87.0,1.3,0.8
Salsa miel y mostaza,e,21.0,4.0,401.0,3.5,13.0,0.92,0.0,1.3,1.1
Langostino crudo,a,-5.0,1.0,94.0,0.6,0.8,0.16,0.0,0.0,20.0
Horchata sabor intenso,e,19.0,4.0,89.0,0.6,13.0,0.036,0.0,0.5,0.8
Galleta maría hojaldrada,d,16.0,4.0,421.0,3.7,20.0,0.3,0.0,2.0,7.0
Galleta maría integral,d,14.0,4.0,440.0,1.2,20.0,0.4,0.0,4.0,7.0
Galletas mini maría,d,14.0,4.0,430.0,0.9,19.0,0.34,0.0,2.5,7.5
Gazpacho Normal,a,-5.0,3.0,34.0,0.3,2.5,0.068,95.0,0.8,0.8
Café roma,b,1.0,1.0,8.0,0.0,0.2,0.004,0.0,0.72,0.64
Zumo naranja,c,5.0,1.0,48.0,0.0,9.3,0.0,100.0,0.3,0.6
Zumo Naranja y Mango,d,7.0,1.0,52.0,0.0,10.4,0.0,100.0,0.6,0.6
Zumo Naranja y Mango,c,5.0,1.0,52.0,0.0,10.4,0.0,100.0,0.6,0.6
Turrón crujiente chocolate con leche,e,30.0,4.0,493.0,9.4,51.0,0.136,0.0,2.8,10.0
Turrón chocolate con almendras,e,27.0,4.0,535.0,9.3,44.9,0.088,0.0,4.9,12.8
Turrón crujiente chocolate negro,e,24.0,4.0,525.0,14.0,44.0,0.036,0.0,6.8,7.1
Turrón crujiente galleta,e,33.0,4.0,502.0,11.0,53.0,0.24,0.0,2.7,8.2
Turrón con avellanas,e,28.0,4.0,547.0,9.5,44.4,0.084,0.0,4.1,11.5
Tomate triturado,a,-2.0,1.0,24.0,0.0,2.6,0.02,99.0,1.3,1.4
Horchata de chufas,b,2.0,4.0,75.0,0.5,10.0,0.032,0.0,0.5,0.6
Batido cacao,e,11.0,4.0,63.0,0.7,10.5,0.044,0.0,0.9,2.0
Boisson au caco,e,13.0,4.0,66.0,0.7,12.0,0.052,0.0,0.5,2.0
Turrón trufado de café,e,32.0,4.0,568.0,13.0,50.0,0.14,0.0,2.0,8.0
Turrón musico trufa,d,17.0,4.0,479.0,21.0,27.0,0.04,0.0,8.2,7.3
Turrón souffle duro crujiente almendra,d,16.0,4.0,567.0,4.8,30.0,0.06,60.0,5.6,17.0
Turrón yema quemada con Malvasia de Sitges,d,16.0,4.0,480.0,3.3,41.0,0.04,50.0,6.1,13.0
Turrón yema con naranja,d,14.0,4.0,416.0,1.8,41.0,0.12,46.0,6.7,8.9
Turrón trufado fresas del bosque,e,30.0,4.0,495.0,15.4,46.7,0.084,0.0,1.7,4.6
Turrón choco bombón nata,e,29.0,4.0,501.0,17.3,45.9,0.068,0.0,2.4,4.8
Trufas de cacao,e,25.0,4.0,577.0,34.0,43.0,0.08,0.0,6.5,5.6
Jamón serrano bodega,e,20.0,4.0,211.0,3.6,0.0,1.28,0.0,0.0,30.0
Snack viva bits,e,26.0,4.0,500.0,2.9,2.3,1.48,0.0,2.0,8.5
Bebida de soja calcio ligera,b,1.0,4.0,32.0,0.2,2.9,0.04,9.0,0.5,2.1
Bebida de soja calcio,b,-2.0,4.0,43.0,0.3,3.0,0.04,13.0,0.0,3.1
Bebida de soja sin azúcares añadidos,b,-4.0,3.0,32.0,0.3,0.7,0.024,13.0,0.2,3.1
Chocolate a la taza,e,18.0,4.0,100.0,1.1,16.0,0.084,0.0,0.0,2.3
Tiras bacon,e,22.0,4.0,292.0,9.1,1.0,0.88,0.0,0.0,13.0
Pizza Bacon & Queso,d,13.0,4.0,239.0,5.4,2.4,0.56,0.0,2.3,12.0
