product_name,nutriscore_grade,nutriscore_score,nova_group,energy-kcal_100g,saturated-fat_100g,sugars_100g,sodium_100g,fruits-vegetables-nuts_100g,fiber_100g,proteins_100g
"Salade Thon Thon, Quinoa, Boulgour",c,3.0,4.0,214.0,1.2,3.6,0.388,52.94,3.1,11.0
"Salade de saumon Saumon, maïs, lentilles",c,3.0,4.0,154.0,0.8,2.0,0.44,55.49,2.5,7.8
Le savoureux VELOUTE DE TOMATES,a,0.0,4.0,36.0,0.1,3.4,0.2,68.5,0.8,0.7
Steaks hachés race limousin façon bouchère,c,6.0,1.0,213.0,7.0,0.0,0.072,0.0,0.0,19.0
Eau minérale naturelle des Aes MONTCLAR,b,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steaks hachés ronds,c,7.0,1.0,211.0,7.3,0.0,0.06,0.0,0.0,19.0
Eau aromatisée saveur tropical,c,4.0,4.0,18.0,0.0,4.6,0.012,5.0,0.0,0.0
Taboulé à la menthe,a,0.0,4.0,117.0,0.3,2.5,0.284,58.18,3.1,4.0
Pizza Mozzarella et Chiffonnade de jambon,d,11.0,4.0,218.0,3.3,2.7,0.56,0.0,2.4,11.0
Pizza 5 Fromages,c,5.0,3.0,238.0,4.0,3.0,0.4,18.1,2.1,11.0
Pizza Mozzarella Chèvre & Coppa,d,13.0,4.0,241.0,4.2,2.7,0.56,14.4,2.1,12.0
Mayonnaise à la moutarde de Dijon,e,21.0,4.0,672.0,6.1,1.3,0.64,0.0,0.0,1.6
Mayonnaise à la moutarde de Dijon,e,21.0,4.0,672.0,6.1,1.3,0.64,0.0,0.0,1.6
Citronnade à l'eau de source,c,6.0,4.0,25.0,0.0,6.0,0.012,12.0,0.0,0.0
lait demi-écrémé,b,-1.0,1.0,46.0,1.0,4.8,0.052,0.0,0.0,3.3
Façon Rocher Sauce chocolat & éclats de noisettes caramélisés,d,13.0,4.0,197.0,4.8,25.0,0.072,1.6,1.1,2.9
Saveur crème brûlée Sauce caramel & éclats de caramel,d,14.0,4.0,193.0,6.0,25.0,0.044,0.0,0.0,1.7
Fraise Sauce fruits rouges,e,21.0,4.0,299.0,12.0,30.0,0.052,14.2,0.6,2.0
Farine à Gâteaux avec poudre à lever,d,13.0,1.0,350.0,0.3,1.0,0.92,0.0,4.2,11.0
Sauce pour la préparation de Butter Chicken,c,9.0,4.0,178.0,4.2,6.5,0.38,0.0,2.0,2.0
Jus d'ananas à base de concentré,c,6.0,1.0,46.0,0.0,11.0,0.0,100.0,0.0,0.5
Sauce vinaigrette Vinaigre balsamique et huile d'olive (10%),e,21.0,4.0,493.0,5.6,5.6,0.88,10.0,0.0,0.0
RÂPÉ aux 3 FROMAGES,d,11.0,4.0,338.0,17.0,0.0,0.4,0.0,0.0,25.0
Le savoureux VELOUTE DE LEGUMES DU SOLEIL,a,0.0,4.0,34.0,0.3,2.7,0.232,76.0,1.1,0.7
Crème glacée pistache Pistaches hachées caramélisées,d,12.0,4.0,183.0,4.2,22.0,0.06,3.7,0.6,2.3
Cassonnade pure canne,e,20.0,2.0,400.0,0.0,100.0,0.0,0.0,0.0,0.0
sucre en poudre,e,20.0,2.0,400.0,0.0,100.0,0.0,0.0,0.0,0.0
Je suis Noisette la première pâte à tartiner sans huile de palme,e,25.0,4.0,538.0,5.7,55.0,0.052,0.0,3.9,5.7
Tea biscuits,e,20.0,4.0,442.0,6.0,25.0,0.264,0.0,2.0,7.3
Jus d'ananas à base de concentré,d,7.0,1.0,50.0,0.0,11.0,0.0,0.0,0.0,0.6
Crème semiépaisse entière,d,14.0,4.0,298.0,19.0,3.4,0.036,0.0,0.0,2.0
Pois chiches,b,-1.0,3.0,122.0,0.7,0.0,0.328,100.0,6.2,7.3
L'extraordinaire mousse au chocolat sur lit croustillant au praliné,e,21.0,4.0,383.0,11.0,26.0,0.12,0.0,3.9,7.6
Spécialité de fruits POMME CHATAIGNE,c,5.0,4.0,110.0,0.0,23.0,0.0,79.8,1.2,0.0
Spécialité de fruits sans sucres ajoutés - Pomme framboise,a,-3.0,1.0,45.0,0.0,10.0,0.0,99.9,2.3,0.0
Spécialité au soja fraise avec morceaux,c,3.0,4.0,88.0,0.3,12.0,0.032,0.0,0.0,3.2
Pomme et abricot sans morceaux,a,-3.0,1.0,52.0,0.2,9.6,0.0,0.0,1.3,0.5
Pomme et fraise sans morceaux,a,-3.0,1.0,52.0,0.2,9.9,0.0,0.0,1.4,0.0
Pomme et vanille sans morceaux,a,-3.0,1.0,52.0,0.2,10.0,0.0,0.0,1.4,0.0
Mouliné de légumes verts et de lentilles bio,b,1.0,3.0,30.0,0.3,1.1,0.224,51.2,1.2,1.3
Mascarpone biologique,d,12.0,3.0,359.0,25.0,3.0,0.032,0.0,0.0,5.8
Sauce pour pizza,a,0.0,4.0,38.0,0.0,5.3,0.36,97.0,1.8,1.5
Coeur Fondant,d,13.0,3.0,319.0,20.0,0.0,0.6,0.0,0.0,18.0
Lait de chèvre demi-écrémé,b,0.0,1.0,47.0,1.1,4.5,0.072,0.0,0.0,3.6
Lait de chèvre demi-écrémé,b,0.0,1.0,47.0,1.1,4.5,0.072,0.0,0.0,3.6
Olives vertes entières bio,d,17.0,3.0,145.0,2.0,0.0,1.6,96.0,5.1,1.0
Olives noires entières bio,e,22.0,3.0,199.0,3.8,0.0,1.6,96.0,4.5,1.0
Mini yaourt à boire saveur fraise 6x,d,9.0,4.0,67.0,0.9,11.0,0.048,0.0,0.0,2.8
Les petites gourmandises aux 3 chocolats,e,25.0,4.0,519.0,17.0,39.0,0.076,0.0,4.3,6.5
Purée de tomates,a,-2.0,3.0,24.0,0.0,4.0,0.2,99.5,1.1,1.4
Double concentré de tomates,c,3.0,3.0,93.0,0.2,15.0,0.4,99.0,2.3,4.8
Double concentré de tomates,c,3.0,3.0,93.0,0.2,15.0,0.4,99.0,2.3,4.8
4 Muffins aux céréales et graines,b,2.0,4.0,260.0,0.7,4.1,0.336,0.0,5.0,11.0
Bretzel aux cristaux de sucre,e,27.0,3.0,505.0,16.0,30.0,0.248,0.0,1.3,5.8
Mon POULET AUX HERBES DE PROVENCE,e,19.0,4.0,98.0,0.2,3.4,2.32,0.0,4.4,2.4
"Saucissons secs nature, au Cantal et aux noix",e,35.0,4.0,467.0,15.0,0.6,1.84,0.0,0.0,30.0
L'extraordinaire mousse au caramel sur lit croustillant au praliné,e,24.0,4.0,457.0,18.0,28.0,0.16,11.5,1.5,5.1
Pur jus raisin pomme grenade bio,e,12.0,1.0,56.0,0.0,14.0,0.0,100.0,0.0,0.0
ROQUEFORT 4 portions,e,24.0,3.0,367.0,23.0,0.0,1.4,0.0,0.0,19.0
Spécialité au soja nature BIO,a,-1.0,4.0,54.0,0.4,0.0,0.032,0.0,1.2,4.2
Spécialité au soja chocolat,c,5.0,4.0,122.0,1.6,15.0,0.04,0.0,1.7,3.6
Noisette en poudre,a,-10.0,1.0,679.0,5.2,5.0,0.0,0.0,11.0,19.0
Noisettes décortiquées,a,-9.0,1.0,679.0,5.8,3.7,0.0,0.0,9.4,16.0
Les Célèbres Florentins au Chocolat lait,e,26.0,4.0,549.0,10.0,42.0,0.04,34.0,3.7,10.0
Chouxfleurs en fleurettes précuits à la vapeur,a,-5.0,1.0,20.0,0.0,1.3,0.008,100.0,2.1,1.7
Brocolis en fleurettes précuits à la vapeur,a,-6.0,1.0,26.0,0.0,1.1,0.016,100.0,2.5,2.5
Olives vertes à l'ail,c,9.0,3.0,134.0,2.1,0.0,0.68,97.0,4.3,1.4
Truite fumée élevée en eau douce Fumée au bois de hêtre,d,17.0,3.0,155.0,1.2,0.0,1.24,0.0,0.0,23.0
Kit pour Pad Thai,d,13.0,4.0,319.0,0.7,16.0,0.6,0.0,0.0,4.3
Sauce pesto au basilic,d,17.0,3.0,319.0,4.1,1.3,0.84,40.8,1.4,4.3
Purée PommeMyrtille sans sucres ajoutés,a,-3.0,1.0,47.0,0.0,10.0,0.0,99.0,1.5,0.0
Madeleines Coquilles aux oeufs frais,e,19.0,4.0,435.0,1.9,28.0,0.48,0.0,1.3,5.5
Penne sans gluten,b,-1.0,4.0,355.0,0.2,0.6,0.008,0.0,1.5,6.9
Yaourt au lait de brebis 0% matières grasses Nature,a,-1.0,1.0,42.0,0.0,3.5,0.052,0.0,0.0,6.2
Hey Coco ! Riz au lait de coco sur lit à la mangue et à la passion,c,9.0,4.0,155.0,7.6,11.0,0.0,0.0,0.7,1.3
Cônes vanille chocolat,e,20.0,4.0,270.0,9.4,28.0,0.072,0.4,1.5,3.1
Cônes caramel beurre salé,e,19.0,4.0,262.0,9.0,25.0,0.14,0.0,0.6,2.5
Pavé de saumon sauce aneth et son riz,b,1.0,4.0,136.0,0.9,0.0,0.2,0.0,1.2,6.8
Rillettes de poulet au piment de Cayenne,d,18.0,3.0,344.0,9.9,0.0,0.48,16.7,0.0,14.0
Salade thon crudités,a,-4.0,3.0,54.0,0.5,2.5,0.07,64.8,1.8,6.5
Tarte saumon - Saumon et poireaux,c,4.0,4.0,182.0,2.2,3.4,0.316,0.0,1.1,7.3
Pizza pepperoni jambon champignons,d,13.0,4.0,221.0,4.7,5.8,0.56,0.0,0.0,8.8
Crème dessert saveur spéculoos au lait entier,c,5.0,4.0,104.0,1.9,13.0,0.072,0.0,0.0,2.4
Sauce poivre vert,e,29.0,4.0,339.0,0.7,25.0,3.56,0.0,4.7,10.0
Rôti de poulet viande 100% filet qualité supérieure.,c,3.0,4.0,106.0,0.6,0.7,0.76,0.0,0.0,21.0
Je suis Noisette la première pâte à tartiner sans huile de palme,e,25.0,4.0,547.0,5.4,55.0,0.052,13.0,3.9,5.7
Confiture d'abricots,d,17.0,4.0,246.0,0.0,53.0,0.028,50.0,1.6,0.6
Epinards hachés,a,-5.0,1.0,25.0,0.0,0.9,0.016,100.0,2.5,2.4
20 Mini gougères au Comté,d,18.0,4.0,319.0,14.0,0.8,0.44,0.0,0.0,15.0
Boudins blancs au foie de canard,d,17.0,3.0,254.0,8.7,1.3,0.56,0.0,1.2,11.0
Foie gras de canard entier du SudOuest cuit au torchon,e,20.0,4.0,522.0,22.0,1.5,0.4,0.0,0.0,7.2
Viande des Grisons 9 tranches,e,23.0,4.0,194.0,1.9,0.5,1.88,0.0,0.0,39.0
Speculoos pocket,e,27.0,4.0,481.0,8.6,34.0,0.332,0.0,1.4,5.7
Ensemble avec les éleveurs Lait du Val de Loire,e,21.0,3.0,330.0,18.0,0.0,0.68,0.0,0.0,23.0
Sardines préparées à l'ancienne sans arête à l'huile d'olive vierge extra,b,2.0,3.0,222.0,3.3,0.0,0.4,0.0,0.0,24.0
Pain grillé brioché 300g 26 tranches,d,16.0,4.0,416.0,5.1,10.0,0.52,0.0,4.2,11.0
Petit pot de crème à la noix de coco,c,7.0,4.0,148.0,5.0,14.0,0.052,0.0,1.2,4.2
Petit pot de crème saveur pistache,c,8.0,4.0,147.0,4.7,15.0,0.048,0.0,0.0,3.7
Goûters Noisette,e,28.0,4.0,494.0,9.1,38.0,0.204,0.0,3.0,6.2
Break Barre cookies pépites de chocolat,e,28.0,4.0,517.0,15.0,38.0,0.252,0.0,4.3,6.1
La génoise poire,e,24.0,4.0,380.0,6.0,52.0,0.06,11.0,1.2,3.0
Sablés fourrés cœur fondant CERISE pur beurre,e,28.0,4.0,505.0,16.0,30.0,0.352,0.0,2.1,5.1
Cookies chocolat blanc et cranberries,e,28.0,4.0,476.0,7.6,38.0,0.44,0.0,1.9,4.7
Maïs olives poivrons,b,-3.0,3.0,88.0,1.0,3.3,0.212,90.9,4.3,2.0
Biscuits aux flocons d'avoine et chocolat,e,24.0,4.0,534.0,19.0,30.0,0.22,0.0,4.3,5.6
Lait écrémé stérilisé UHT,b,-2.0,1.0,34.0,0.1,4.8,0.052,0.0,0.0,3.3
Quatrequarts Pur Beurre,e,28.0,4.0,439.0,16.0,27.0,0.56,0.0,1.2,5.9
Amandes en poudre bio,a,-10.0,1.0,633.0,4.1,4.0,0.008,0.0,8.8,29.0
Châtaignes entières,b,1.0,1.0,168.0,0.4,8.0,0.0,0.0,5.1,2.6
Sauce bolognaise pur boeuf,a,-2.0,3.0,67.0,0.1,3.8,0.28,50.97,1.9,3.4
8 pains au lait pur beurre,e,19.0,4.0,374.0,8.2,12.0,0.4,0.0,2.5,9.0
Tripes a la mode de caen,a,0.0,4.0,118.0,2.0,0.0,0.44,0.0,1.0,20.0
Terrine de jambon Label Rouge,e,20.0,4.0,320.0,9.7,0.0,0.68,0.0,0.0,16.0
Boisson à l'infusion de thé noir saveur pêche,c,4.0,4.0,18.0,0.0,4.5,0.0,1.0,0.0,0.0
Boisson à l'infusion de thé vert saveur menthe,c,4.0,4.0,18.0,0.0,4.4,0.0,0.0,0.0,0.0
Mini petitbeurre tablette chocolat au lait,e,29.0,4.0,488.0,14.0,39.0,0.208,0.0,2.5,6.3
P'tits biscuits fourrés goût choconoisette,e,22.0,4.0,486.0,5.9,28.0,0.244,0.0,2.9,7.1
Barres de céréales Pépites de Chocolat sans gluten,d,14.0,4.0,396.0,3.3,24.0,0.208,0.0,3.9,6.7
Barre amande fruits secs sans gluten,d,12.0,4.0,443.0,2.3,26.0,0.104,24.0,5.5,11.0
Tortilla chips goût barbecue,d,11.0,4.0,470.0,2.0,3.0,0.56,0.0,4.0,6.6
Galettes wraps x6,c,7.0,4.0,331.0,0.9,2.5,0.52,6.0,3.0,9.3
Galettes pour Dürüm 12 galettes souples prêtes à garnir.,d,11.0,4.0,297.0,1.1,2.6,0.68,5.5,3.5,7.8
Mélange de biscuits,d,14.0,4.0,427.0,1.3,11.0,0.44,17.0,2.7,11.0
Spécialité au jus de citron et à l'huile essentielle. Citron de Sicile.,b,-3.0,3.0,28.0,0.0,1.7,0.0,100.0,0.0,0.0
Huile de noix,b,2.0,2.0,828.0,8.9,0.0,0.0,0.0,0.0,0.0
Huile vierge de sésame bio,c,6.0,2.0,828.0,15.0,0.0,0.0,0.0,0.0,0.0
Chair de tomates à la provençale bio,a,0.0,3.0,51.0,0.2,4.8,0.4,0.0,2.9,1.6
Chair de tomates aux légumes bio,a,0.0,3.0,57.0,0.3,4.7,0.4,0.0,2.8,1.6
Ravioli épinard ricotta sauce basilic,c,7.0,4.0,155.0,2.1,0.5,0.48,0.0,1.9,4.3
Volaille et lentilles aux petits légumes,a,0.0,4.0,101.0,0.7,2.3,0.324,0.0,4.0,8.7
YAOURT NATURE au lait de chèvre,c,3.0,1.0,81.0,3.4,2.4,0.032,0.0,0.0,4.6
Petits pots de crème à la vanille Bourbon BIO,c,9.0,4.0,169.0,5.0,16.0,0.048,0.0,0.0,4.8
Petits pots de crème au chocolat BIO,d,11.0,3.0,171.0,5.7,15.0,0.044,0.0,1.6,5.2
Petits yaourts à boire / fraisebanane/ pêcheabricot,d,9.0,4.0,67.0,0.9,11.0,0.048,0.0,0.0,2.8
"TRIO DE LENTILLES vertes, blondes, corail",a,-15.0,1.0,326.0,0.3,1.0,0.0,0.0,14.0,26.0
DUO DE QUINOA blond et rouge,a,-9.0,1.0,362.0,0.8,2.7,0.024,0.0,8.3,14.0
"Mélange sarrasin, lentilles corail, quinoa rouge, graines de courge",a,-7.0,1.0,363.0,0.9,1.2,0.0,0.0,5.8,17.0
capsules de café Espresso aromatisé caramel,b,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capsules de café Espresso aromatisé noisette,b,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riz basmati,b,-3.0,1.0,357.0,0.1,0.0,0.0,0.0,0.0,8.5
Shaker bonbons,e,20.0,4.0,350.0,0.0,67.0,0.16,0.0,0.0,3.5
Mix Dragibus,e,20.0,4.0,356.0,0.0,69.0,0.144,0.0,0.0,0.0
Colin d'Alaska à la provençale,a,-2.0,4.0,65.0,0.2,2.1,0.2,0.0,2.0,8.7
Soja sur lit de pêche,c,3.0,4.0,88.0,0.2,13.0,0.04,0.0,1.1,2.8
Liégeois Saveur Pistache,c,9.0,4.0,148.0,5.2,14.0,0.04,0.0,0.0,2.4
Financiers aux amandes bio,e,27.0,4.0,468.0,13.0,39.0,0.1,16.5,2.4,8.8
Huile vierge de sésame toasté,c,6.0,2.0,828.0,15.0,0.0,0.0,0.0,0.0,0.0
Maxi Cookies chocolat noir et noisettes BIO,e,24.0,3.0,511.0,10.0,32.0,0.124,15.5,3.6,7.1
BISCUIT Cranberries et spiruline,e,21.0,4.0,465.0,5.3,33.0,0.296,0.0,3.5,7.7
Menthe sauce chocolat,e,20.0,4.0,329.0,14.0,26.0,0.032,0.0,3.2,3.4
Pistache Enrobage chocolat au lait avec éclats de pistache grillées,e,27.0,4.0,518.0,11.0,36.0,0.136,0.0,2.3,6.8
Citron meringué,e,21.0,4.0,316.0,13.0,31.0,0.06,10.3,0.0,2.2
Crêpes sucrées x8,c,5.0,3.0,237.0,2.4,13.0,0.072,0.0,1.2,6.9
"Spaghetti à la bolognaise Bio, avec morceaux",a,0.0,3.0,56.0,0.2,2.1,0.112,0.0,1.4,2.9
Biscottes sans gluten,c,7.0,4.0,416.0,1.0,10.0,0.376,0.0,6.8,6.4
Tartine à l'avoine sans gluten,d,11.0,4.0,386.0,1.0,0.9,0.92,0.0,7.0,7.2
Mini Sticks sans gluten,c,6.0,4.0,92.0,0.1,0.9,0.48,0.0,1.5,1.5
Chocolat noir 90% bio origine Pérou,d,15.0,3.0,615.0,31.0,11.0,0.0,0.0,12.0,10.0
Chocolat noir amande coco,e,22.0,4.0,571.0,22.0,36.0,0.0,0.0,7.7,6.2
Poppes Quinoa herbes de provence Bio,d,12.0,3.0,436.0,1.5,5.3,0.72,0.0,5.4,9.6
Pétales aux lentilles nature BIO,d,15.0,3.0,463.0,1.8,1.0,0.92,0.0,4.1,13.0
Haricots verts extra-fins coupés bio,a,-2.0,3.0,24.0,0.0,0.8,0.3,0.0,2.8,1.6
Petits pois et carottes en rondelles Bio,a,-6.0,3.0,52.0,0.1,2.1,0.22,100.0,4.4,3.5
Fromage rond de Brebis,d,13.0,3.0,293.0,18.0,0.0,0.56,0.0,0.0,17.0
Tonic zero aux extraits naturels d'écorces de quinquina et d'agrumes,c,4.0,4.0,1.0,0.0,0.3,0.004,0.0,0.0,0.0
Madeleines longues coeur saveur fraise,e,19.0,4.0,441.0,1.9,35.0,0.252,26.5,1.5,4.2
Pur jus d'ananas,e,10.0,1.0,50.0,0.0,12.0,0.0,0.0,0.2,0.4
100% PUR Jus multifruits,c,5.0,1.0,44.0,0.0,10.0,0.0,100.0,0.0,0.0
Caramel Beurre salé,e,29.0,4.0,355.0,8.5,47.0,0.388,0.0,0.0,2.8
Mini moelleux choco talon choco,e,22.0,4.0,434.0,6.0,30.0,0.332,0.0,2.6,6.5
Sardines à l'ancienne à l'huile d'olive vierge extra bio Pavillon France,b,1.0,3.0,218.0,3.5,0.0,0.28,0.0,0.0,23.0
"Pizza mozzarella, raclette, lardons fumés, pommes de terre",d,18.0,4.0,279.0,8.5,5.9,0.52,0.0,1.8,12.0
Spécialité de fruits Pomme Poire sans sucres ajoutés,a,-3.0,4.0,44.0,0.0,10.0,0.0,99.9,1.8,0.0
Gourdes Purée de Fruits Pomme Banane SSA,a,-2.0,1.0,51.0,0.0,12.0,0.0,99.9,1.5,0.0
Brique au lait de vache BIO,d,14.0,3.0,356.0,23.0,0.0,0.56,0.0,0.0,16.0
Jambon Supérieur Découenné Dégraissé 25 % de sel,c,5.0,4.0,109.0,0.9,0.6,0.56,0.0,0.0,21.0
Jambon Supérieur Découenné Dégraissé 25 % de sel,c,5.0,4.0,109.0,0.9,0.6,0.56,0.0,0.0,21.0
Jambon Supérieur Découenné Dégraissé 25 % de sel,c,5.0,4.0,109.0,0.9,0.6,0.56,0.0,0.0,21.0
Jambon de Paris Découenné Dégraissé -25% de sel - 4 Tranches,c,5.0,4.0,112.0,0.8,0.6,0.56,0.0,0.0,20.0
Jambon de Paris Découenné Dégraissé 25% de sel,c,5.0,4.0,109.0,0.9,0.6,0.56,0.0,0.0,21.0
Jambon de Paris Découenné Dégraissé 2 tranches,c,8.0,4.0,106.0,1.0,0.5,0.76,0.0,0.0,20.0
Jambon de Paris Découenné Dégraissé 6 tranches,c,8.0,4.0,106.0,1.0,0.5,0.76,0.0,0.0,20.0
Jambon de Paris Découenné Dégraissé 8 tranches,c,8.0,4.0,106.0,1.0,0.5,0.76,0.0,0.0,20.0
Jambon supérieur cuit au Torchon Découenné Dégraissé,c,8.0,4.0,106.0,1.0,0.5,0.76,0.0,0.0,20.0
Jambon supérieur cuisiné à l'os avec couenne,d,11.0,4.0,134.0,2.0,0.0,0.76,0.0,0.0,20.0
Jambon Supérieur Découenné Dégraissé 2 tranches,c,8.0,4.0,113.0,1.2,0.6,0.72,0.0,0.0,21.0
Jambon Supérieur Découenné Dégraissé 4 tranches,c,8.0,4.0,113.0,1.2,0.6,0.72,0.0,0.0,21.0
Jambon supérieur avec couenne,d,11.0,4.0,137.0,2.3,0.5,0.72,0.0,0.0,19.0
Jambon supérieur avec couenne,d,11.0,4.0,137.0,2.3,0.5,0.72,0.0,0.0,19.0
Jambon supérieur braisé découenné dégraissé 4 tranches,c,8.0,4.0,106.0,1.0,0.5,0.76,0.0,0.0,20.0
"Yaourt à la grecque nature , pot unitaire",c,5.0,3.0,98.0,5.6,3.1,0.048,0.0,0.0,2.9
Jambon supérieur fumé au bois de hêtre découenné dégraissé,c,7.0,4.0,115.0,0.9,0.6,0.72,0.0,0.0,22.0
Lardons de saumon fumé Bio,e,27.0,3.0,328.0,4.0,0.0,1.64,0.0,0.0,19.0
Emincés de saumon fumé aux herbes aromatiques et épices,e,20.0,3.0,190.0,1.9,2.2,1.4,0.0,0.6,21.0
"Boulgour cranberries, menthe",c,4.0,3.0,159.0,1.2,2.3,0.312,0.0,2.0,3.1
"PÂTES LÉGUMES feta, olives",c,5.0,3.0,146.0,2.4,1.6,0.36,51.0,1.6,3.1
Purée Pomme Poire Sans Sucres Ajoutés,a,-3.0,1.0,44.0,0.0,10.0,0.0,99.0,1.9,0.0
Purée Pomme Mangue Sans Sucres Ajoutés,a,-2.0,1.0,47.0,0.0,11.0,0.0,99.0,1.5,0.0
Toasts briochés au blé complet et aux graines,c,6.0,4.0,412.0,1.3,6.7,0.36,0.0,8.4,20.0
Les délicieux Palmiers à la vanille de Madagascar,e,27.0,3.0,469.0,11.0,27.0,0.44,0.0,2.4,6.8
Goûters ronds fourrage au chocolat au lait,e,32.0,4.0,503.0,13.0,59.0,0.16,7.5,2.3,8.3
Paëlla Royale volaille et fruits de mer,b,2.0,4.0,145.0,0.7,0.9,0.396,0.0,1.1,8.4
Pâte feuilletée sans gluten,d,15.0,4.0,352.0,10.0,2.3,0.4,0.0,4.7,2.6
Pâte brisée sans gluten,d,11.0,4.0,342.0,5.9,4.0,0.56,0.0,11.0,2.1
Confiture extra Abricots,d,17.0,4.0,241.0,0.0,59.0,0.0,50.0,1.3,0.6
Confiture extra myrtilles,d,17.0,4.0,239.0,0.0,59.0,0.0,50.0,1.3,0.0
Marmelade oranges,d,18.0,4.0,237.0,0.0,59.0,0.0,28.0,0.6,0.0
Confiture de mûre,d,17.0,4.0,250.0,0.0,57.0,0.0,0.0,1.6,0.6
Confiture extra de Fraise,d,17.0,4.0,238.0,0.0,59.0,0.0,50.0,0.8,0.0
Confiture de 4 fruits rouges,d,17.0,4.0,242.0,0.0,58.0,0.0,0.0,0.0,0.5
Confiture d'abricot,d,17.0,4.0,242.0,0.0,58.0,0.008,0.0,0.0,0.5
Confiture de framboise,d,17.0,4.0,247.0,0.0,57.0,0.008,0.0,2.3,0.7
Confiture de cerises,d,17.0,4.0,242.0,0.0,59.0,0.0,0.0,0.0,0.5
Confiture de MYRTILLE,d,17.0,4.0,245.0,0.0,58.0,0.0,0.0,2.5,0.0
Confiture de pêche,d,17.0,4.0,240.0,0.0,58.0,0.0,0.0,0.0,0.0
Confiture de framboise,d,17.0,4.0,247.0,0.0,57.0,0.008,0.0,2.3,0.7
Confiture allégée d'abricot  30% de sucres en moins,d,11.0,4.0,170.0,0.0,40.0,0.012,0.0,0.8,0.5
Confiture allégée de fraise 30% de sucres en moins,d,11.0,4.0,168.0,0.0,40.0,0.012,0.0,0.9,0.0
Marmelade allégée d'orange 30% de sucres en moins,d,13.0,4.0,168.0,0.0,41.0,0.008,0.0,0.6,0.0
Confiture allégée de prune  30% de sucres en moins,d,12.0,4.0,168.0,0.0,41.0,0.012,0.0,1.1,0.0
Gelée de coing,d,18.0,4.0,240.0,0.0,59.0,0.0,0.0,0.0,0.0
Gelée de framboises,d,17.0,4.0,243.0,0.0,58.0,0.0,0.0,0.0,0.7
Gelée de mûres,e,20.0,4.0,247.0,0.0,59.0,0.24,0.0,0.0,0.6
Gelée de Groseille,d,18.0,4.0,242.0,0.0,58.0,0.0,0.0,0.0,0.6
Pétales salés,d,16.0,3.0,495.0,2.3,0.0,0.8,0.0,3.5,3.4
Boules Tomate,d,16.0,4.0,515.0,3.6,7.9,0.6,0.0,4.7,11.0
Frites,d,11.0,3.0,422.0,1.1,1.1,0.64,0.0,4.9,7.1
Croustillants goût cacahuète,d,15.0,4.0,503.0,3.1,2.2,0.6,0.0,3.5,15.0
Tubes salés,d,18.0,4.0,537.0,2.8,4.0,0.8,0.0,2.3,4.1
Rings goût Oignon,d,11.0,4.0,485.0,1.9,3.1,0.6,0.0,5.3,7.1
Coffret snacks,d,15.0,4.0,465.0,2.3,3.8,0.76,0.0,4.5,10.0
Sticks et Bretzels,d,18.0,3.0,382.0,0.4,2.0,1.24,0.0,3.8,11.0
Bretzels Salés,e,19.0,3.0,386.0,0.4,1.8,1.36,0.0,3.8,11.0
Gaufrettes Noix Fromage 75g.,e,26.0,4.0,579.0,31.0,9.2,0.6,0.0,1.7,8.9
Flûtes sésame,d,13.0,3.0,491.0,3.8,3.2,0.52,0.0,4.6,16.0
COLOR FILS,e,19.0,4.0,356.0,2.0,49.0,0.008,0.0,0.9,3.0
Funky bats,e,21.0,4.0,368.0,1.3,68.0,0.084,0.2,0.0,2.0
parmentier de brandade de morue,b,2.0,4.0,132.0,0.9,3.0,0.32,22.44,0.7,5.5
Viande hachee de boeuf,d,11.0,1.0,248.0,8.6,0.0,0.08,0.0,0.0,17.0
Amandine aux poires,e,19.0,4.0,321.0,9.4,19.0,0.116,38.0,2.6,5.7
Fondant au chocolat noir,e,26.0,4.0,426.0,16.0,38.0,0.112,0.0,3.3,5.6
Flan pâtissier,d,14.0,4.0,240.0,6.4,16.0,0.112,0.0,1.9,4.6
Dés de fromage de chèvre Apéritif & Salade,d,14.0,3.0,389.0,23.0,0.0,0.64,0.0,0.0,22.0
Fromage de chèvre Sandwich et Apéritif,d,14.0,3.0,389.0,25.0,0.0,0.6,0.0,0.0,22.0
Sandwich poulet sauce aux herbes,c,10.0,4.0,226.0,1.2,3.7,0.6,0.0,3.6,8.2
Tuiles goût épicé,d,15.0,4.0,494.0,2.1,4.5,0.6,0.0,4.0,4.3
Tuiles goût pizza,d,14.0,4.0,496.0,2.6,5.4,0.52,0.0,3.9,3.9
Tuiles salées,d,14.0,4.0,504.0,2.2,4.5,0.56,0.0,4.0,4.5
Tuiles goût crème oignon,d,14.0,4.0,497.0,2.2,4.3,0.52,0.0,3.5,4.3
Confiture de rhubarbe,d,18.0,4.0,242.0,0.0,60.0,0.0,50.0,0.0,0.5
Confiture de figue,d,18.0,4.0,238.0,0.0,59.0,0.008,50.0,0.0,0.5
Confiture de Mirabelles,d,18.0,4.0,246.0,0.0,60.0,0.008,50.0,0.0,0.5
Marmelade d'oranges,d,18.0,4.0,242.0,0.0,60.0,0.0,28.0,0.0,0.5
Confiture de Fraises,d,17.0,4.0,246.0,0.0,59.0,0.0,50.0,0.0,0.5
